"","dt-time","Activity","Immediate.Spread","Focal","Subgroup"
"1",2014-08-06 09:30:00,"FORAGING/RESTING/","<25/","DIG","DOC/DUK/DAO/DAS/DRE/"
"2",2014-08-06 09:45:00,"FORAGING/RESTING/","<25/","DIG","DOC/DUK/DAO/DAS/DRE/"
"3",2014-08-06 10:00:00,"MOVING/","<25/","DIG","DOC/DUK/DAO/DAS/DRE/"
"4",2014-08-06 10:15:00,"MOVING/","<75/","DIG","DOC/DUK/DAO/DAS/DRE/"
"5",2014-08-06 10:30:00,"MOVING/","<150/","DOC","DUK/"
"6",2014-08-06 10:30:00,"FORAGING/","<25/","DAO","DAS/"
"7",2014-08-06 10:45:00,"FORAGING/","<25/","DOC","DUK/"
"8",2014-08-06 10:45:00,"MOVING/","<25/","DAO","DAS/"
"9",2014-08-06 11:00:00,"MOVING/","<25/","DOC","DUK/"
"10",2014-08-06 11:00:00,"MOVING/","<25/","DAO","DAS/"
"11",2014-08-06 11:15:00,"MOVING/","<100/","DOC","DUK/"
"12",2014-08-06 11:15:00,"MOVING/","<25/","DAO","DAS/"
"13",2014-08-06 11:30:00,"MOVING/","<150/","DIG","DUK/DAO/DAS/DRE/"
"14",2014-08-06 11:30:00,"AFV/","<25/","DIG","DUK/DAO/DAS/DRE/"
"15",2014-08-06 11:45:00,"MOVING/FORAGING/","<75/","DIG","DUK/DAO/DAS/DRE/"
"16",2014-08-06 11:45:00,"MOVING/","<25/","DAS","DLL/DLF/"
"17",2014-08-06 12:00:00,"FORAGING/","<75/","DAO","DUK/AFD/J1/SF/"
"18",2014-08-06 12:00:00,"MOVING/","<25/","DAS","DLL/DLF/AFD/JM1/DOC/UNK/UNK/"
"19",2014-08-06 12:15:00,"FORAGING/MOVING/","<50/","DAO","DUK/AFD/J1/SF/"
"20",2014-08-06 12:15:00,"MOVING/","<25/","DAS","DLL/DLF/AFD/JM1/DOC/UNK/UNK/"
"21",2014-08-06 12:30:00,"MOVING/","<50/","DAO","DUK/AFD/J1/SF/"
"22",2014-08-06 12:30:00,"MOVING/","<25/","DAS","DLL/DLF/AFD/JM1/DOC/UNK/UNK/"
"23",2014-08-06 12:45:00,"MOVING/","<75/","DIG","DAS/DAO/DUK/DOC/AFD/J1/SF/DRE/DLL/DLF/DIX/"
"24",2014-08-06 13:00:00,"MOVING/","<50/","DIG","DAS/DAO/DUK/DOC/AFD/J1/SF/DRE/DLL/DLF/DIX/"
"25",2014-08-06 13:30:00,"MOVING/FORAGING/RESTING","<100/","DIG","DOC/DLL/DLF/AFD/J1/SF/DRE/SAM/AF/OLV/OLI/"
"26",2014-08-06 13:45:00,"MOVING/FORAGING/RESTING/","<100/","DIG","DOC/DLL/DLF/AFD/J1/SF/DRE/SAM/AF/OLV/OLI/"
"27",2014-08-06 14:00:00,NA,NA,"DIG","DOC/DLL/DLF/AFD/J1/SF/DRE/SAM/AF/OLV/OLI/"
"28",2014-08-06 15:00:00,NA,NA,"DIG","DLL/DLF/"
"29",2014-08-06 15:15:00,NA,NA,"DIG","DLL/DLF/"
"30",2014-08-06 15:30:00,NA,NA,"DIG","DLL/DLF/"
"31",2014-08-06 15:45:00,NA,NA,"DIG","DLL/DLF/"
"32",2014-08-06 16:00:00,NA,NA,"DIG","DLL/DLF/"
"33",2014-08-06 16:15:00,NA,NA,"DIG","DLL/DLF/"
"34",2014-08-06 16:30:00,NA,NA,"DIG","DLL/DLF/"
"35",2014-08-06 16:45:00,NA,NA,"DIG","DLL/DLF/"
"36",2014-08-06 17:00:00,NA,NA,"DIG","DLL/DLF/"
"37",2014-08-06 17:15:00,NA,NA,"DIG","DLL/DLF/"
"38",2014-08-06 17:30:00,NA,NA,"DIG","DLL/DLF/"
"39",2014-08-06 17:45:00,NA,NA,"DIG","DLL/DLF/"
"40",2014-08-06 18:00:00,NA,NA,"DIG","DLL/DLF/"
"41",2014-08-07 07:30:00,"RESTING/","<25","DIG","DLL/DLF/"
"42",2014-08-07 07:45:00,"RESTING/","<25","DIG","DLL/DLF/"
"43",2014-08-07 08:00:00,"MOVING/","<25","DIG","DLL/DLF/DAS/"
"44",2014-08-07 08:15:00,"MOVING/","<50","DIG","DLL/DLF/DAS/"
"45",2014-08-07 08:30:00,"MOVING/","<25","DIG","DLL/DLF/DAS/"
"46",2014-08-07 08:45:00,"MOVING/","<25","DIG","DLL/DLF/DAS/"
"47",2014-08-07 09:00:00,"MOVING/","<25","DIG","DLL/DLF/DAS/"
"48",2014-08-07 09:15:00,"FORAGING/","<25","DIG","DLL/DLF/DAS/"
"49",2014-08-07 09:30:00,"FORAGING/","<25","DIG","DLL/DLF/DAS/"
"50",2014-08-07 09:45:00,"RESTING/","<25","DIG","DLL/DLF/DAS/"
"51",2014-08-07 10:00:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/"
"52",2014-08-07 10:15:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/"
"53",2014-08-07 10:30:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/"
"54",2014-08-07 10:45:00,"MOVING/","<25","DIG","DLL/DLF/DAS/DOC/"
"55",2014-08-07 11:00:00,"MOVING/","<50","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"56",2014-08-07 11:15:00,"MOVING/","<50","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"57",2014-08-07 11:30:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"58",2014-08-07 11:45:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"59",2014-08-07 12:00:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"60",2014-08-07 12:15:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"61",2014-08-07 12:30:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"62",2014-08-07 12:45:00,"RESTING/","<25","DIG","DLL/DLF/DAS/DOC/DUK/DOO/"
"63",2014-08-07 13:00:00,"MOVING/","<50","DIG","DOO/DOC/DUK/"
"64",2014-08-07 13:15:00,"MOVING/","<50","DIG","DOO/DOC/DUK/"
"65",2014-08-07 13:30:00,"MOVING/","<50","DIG","DOO/DOC/DUK/"
"66",2014-08-07 13:45:00,"FORAGING/","<25","DIG","DOO/DOC/DLL/DLF/"
"67",2014-08-07 14:00:00,"FORAGING/","<25","DIG","DOO/DOC/DLL/DLF/"
"68",2014-08-07 14:15:00,"MOVING/","<25","DIG","DOO/DOC/DLL/DLF/"
"69",2014-09-02 08:30:00,"RESTING/","<25/","DIG","DOC/"
"70",2014-09-02 08:45:00,"RESTING/","<25/","DIG","DOC/"
"71",2014-09-02 09:00:00,"MOVING/","<25/","DIG","DOC/"
"72",2014-09-02 09:15:00,"FORAGING/","<25/","DIG","DOC/"
"73",2014-09-02 09:30:00,"MOVING/","<25/","DIG","DOC/"
"74",2014-09-02 09:45:00,"MOVING/","<25/","DIG","DOC/"
"75",2014-09-02 10:00:00,"RESTING/","<25/","DIG","DOC/"
"76",2014-09-02 10:15:00,"RESTING/","<25/","DIG","DOC/"
"77",2014-09-02 10:30:00,"RESTING/","<25/","DIG","DOC/"
"78",2014-09-02 10:45:00,"RESTING/","<25/","DIG","DOC/"
"79",2014-09-02 11:00:00,"RESTING/","<25/","DIG","DOC/"
"80",2014-09-02 11:15:00,"FORAGING/","<25/","DIG","DOC/"
"81",2014-09-02 11:30:00,"FORAGING/","<25/","DIG","DOC/"
"82",2014-09-02 11:45:00,"RESTING/FORAGING/","<25/","DIG","DOC/"
"83",2014-09-02 12:00:00,"RESTING/","<25/","DIG","DOC/"
"84",2014-09-02 12:15:00,"RESTING/","<25/","DIG","DOC/"
"85",2014-09-02 12:30:00,"RESTING/","<25/","DIG","DOC/"
"86",2014-09-02 12:45:00,"RESTING/","<25/","DIG","DOC/"
"87",2014-09-02 13:00:00,"MOVING/","<25/","DIG","DOC/"
"88",2014-09-02 13:15:00,"MOVING/","<25/","DIG","DOC/"
"89",2014-09-02 13:30:00,"MOVING/","<25/","DIG","DOC/"
"90",2014-09-02 13:45:00,"MOVING/","<100/","DIG","DOC/"
"91",2014-09-02 14:00:00,"MOVING/","<25/","DIG","DOC/"
"92",2014-09-02 14:15:00,"FORAGING/","<25/","DIG","DOC/"
"93",2014-09-02 14:30:00,"FORAGING/","<25/","DIG","DOC/"
"94",2014-09-02 14:45:00,"FORAGING/","<25/","DIG","DOC/"
"95",2014-09-02 15:00:00,"FORAGING/","<25/","DIG","DOC/"
"96",2014-09-02 15:15:00,"MOVING/","<25/","DIG","DOC/"
"97",2014-09-02 15:30:00,"MOVING/","<25/","DIG","DOC/"
"98",2014-09-02 15:45:00,"FORAGING/","<25/","DIG","DOC/"
"99",2014-09-02 16:00:00,"FORAGING/","<25/","DIG","DOC/"
"100",2014-09-02 16:15:00,"RESTING/FORAGING/","<50/","DIG","DOC/"
"101",2014-09-02 16:30:00,"FORAGING/","<75/","DIG","DOC/"
"102",2014-09-02 16:45:00,"FORAGING/","<50/","DIG","DOC/"
"103",2014-09-02 17:00:00,"FORAGING/","<50/","DIG","DOC/"
"104",2014-09-02 17:15:00,"AFV/","<50/","DIG","DOC/"
"105",2014-09-02 17:30:00,"RESTING/","<50/","DIG","DOC/"
"106",2014-09-02 17:45:00,"RESTING/","<75/","DIG","DOC/"
"107",2014-09-02 18:00:00,"RESTING/","<75/","DIG","DOC/"
"108",2014-09-03 09:00:00,"MOVING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"109",2014-09-03 09:15:00,"FORAGING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"110",2014-09-03 09:30:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"111",2014-09-03 09:45:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"112",2014-09-03 10:00:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"113",2014-09-03 10:15:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"114",2014-09-03 10:30:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"115",2014-09-03 10:45:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"116",2014-09-03 11:00:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"117",2014-09-03 11:15:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"118",2014-09-03 11:30:00,"RESTING/","<50/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"119",2014-09-03 11:45:00,"MOVING/","<75/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"120",2014-09-03 12:00:00,"FORAGING/","<25/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"121",2014-09-03 12:15:00,"FORAGING/","<25/","DOT","DOO/AM/AF/JM3/OLV/OLI/DIY/DIT/DLL/DLF/DAH/DAN/AFD/JM2/"
"122",2014-09-03 16:15:00,"MOVING/","<25/","DLL","DLF/DAH/DAN/"
"123",2014-09-03 16:30:00,"FEEDING/","<25/","DLL","DLF/DAH/DAN/"
"124",2014-09-03 16:45:00,"FEEDING/","<25/","DLL","DLF/DAH/DAN/"
"125",2014-09-03 17:00:00,"FEEDING/","<25/","DLL","DLF/DAH/DAN/"
"126",2014-09-03 17:15:00,"MOVING/","<25/","DLL","DLF/DAH/DAN/"
"127",2014-09-03 17:30:00,"MOVING/FORAGING/","<75/","DLL","DLF/DAH/DAN/OLV/OLI/DOC/DIY/DIT/"
"128",2014-09-03 17:45:00,"FORAGING/","<75/","DLL","DLF/DAH/DAN/OLV/OLI/DOC/DIY/DIT/"
"129",2014-09-03 18:00:00,"FORAGING/","<100/","DLL","DLF/DAH/DAN/OLV/OLI/DOC/DIY/DIT/"
"130",2014-09-03 18:15:00,"FORAGING/","<100/","DLL","DLF/DAH/DAN/OLV/OLI/DOC/DIY/DIT/"
"131",2014-09-04 12:30:00,"MOVING/","<50/","DIG","DOC/"
"132",2014-09-04 12:45:00,"MOVING/","<25/","DOC",""
"133",2014-09-04 13:00:00,"MOVING/","<25/","DOC",""
"134",2014-09-04 13:15:00,"FORAGING/","<25/","DOC",""
"135",2014-09-04 13:30:00,"MOVING/","<25/","DOC",""
"136",2014-09-04 13:45:00,"MOVING/","<25/","DOC",""
"137",2014-09-04 14:00:00,"FORAGING/","<25/","DOC",""
"138",2014-09-04 14:15:00,"FORAGING/","<25/","DOC",""
"139",2014-09-04 14:30:00,"RESTING/","<25/","DOC",""
"140",2014-09-04 14:45:00,"FORAGING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"141",2014-09-04 15:00:00,"RESTING/","<25/","DOC","DUK/DAO/DAS/DRE/DIG/"
"142",2014-09-04 15:15:00,"RESTING/","<25/","DOC","DUK/DAO/DAS/DRE/DIG/"
"143",2014-09-04 15:30:00,"MOVING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"144",2014-09-04 15:45:00,"MOVING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"145",2014-09-04 16:00:00,"MOVING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"146",2014-09-04 16:15:00,"FORAGING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"147",2014-09-04 16:30:00,"MOVING/","<75/","DOC","DUK/DAO/DAS/DRE/DIG/"
"148",2014-09-04 16:45:00,"FORAGING/MOVING/","<75/","DOC","DUK/DAO/DAS/DRE/DIG/"
"149",2014-09-04 17:00:00,"FORAGING/MOVING/","<75/","DOC","DUK/DAO/DAS/DRE/DIG/"
"150",2014-09-04 17:15:00,"FORAGING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"151",2014-09-04 17:30:00,"FORAGING/MOVING/","<50/","DOC","DUK/DAO/DAS/DRE/DIG/"
"152",2014-09-04 17:45:00,"FORAGING/","<75/","DOC","DUK/DAO/DAS/DRE/DIG/"
"153",2014-09-04 18:00:00,"FORAGING/","<75/","DOC","DUK/DAO/DAS/DRE/DIG/"
"154",2014-09-04 18:15:00,"FORAGING/RESTING/","<75/","DOC","DUK/DAO/DAS/DRE/DIG/"
"155",2014-09-22 11:30:00,"MOVING/","<25/","DIG","DAR/"
"156",2014-09-22 11:45:00,"FORAGING/","<25/","DIG","DAR/DOC/JM3/"
"157",2014-09-22 12:00:00,"FORAGING/","<25/","DIG","DAR/DOC/JM3/"
"158",2014-09-22 12:15:00,"RESTING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"159",2014-09-22 12:30:00,"FORAGING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"160",2014-09-22 12:45:00,"FORAGING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"161",2014-09-22 13:00:00,"MOVING/","<50/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"162",2014-09-22 13:15:00,"MOVING/","<50/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"163",2014-09-22 13:30:00,"IFV/","<50/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"164",2014-09-22 13:45:00,"IFV/","<50/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"165",2014-09-22 14:00:00,"IFV/","<50/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"166",2014-09-22 14:15:00,"MOVING/","<50/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"167",2014-09-22 14:30:00,"MOVING/FORAGING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"168",2014-09-22 14:45:00,"MOVING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"169",2014-09-22 15:00:00,"MOVING/FORAGING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"170",2014-09-22 15:15:00,"MOVING/FORAGING/","<25/","DIG","DAR/JM3/DOC/DIY/DIT/DOT/"
"171",2014-09-22 15:30:00,"MOVING/","<50/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"172",2014-09-22 15:45:00,"MOVING/","<50/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"173",2014-09-22 16:00:00,"MOVING/","<100/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"174",2014-09-22 16:15:00,"RESTING/","<100/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"175",2014-09-22 16:30:00,"RESTING/","<75/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"176",2014-09-22 16:45:00,"IFV/","<75/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"177",2014-09-22 17:00:00,"RESTING/","<75/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"178",2014-09-22 17:15:00,"FORAGING/","<75/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"179",2014-09-22 17:30:00,"FORAGING/","<75/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"180",2014-09-22 17:45:00,"MOVING/","<25/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"181",2014-09-22 18:00:00,"RESTING/MOVING/","<100/","DIG","DOC/DOT/DIY/DIT/OLV/OLI/DAS/DAR/"
"182",2014-09-23 06:15:00,"RESTING/MOVING/","<100/","DIY","DIT/DOC/DAS/DAR/"
"183",2014-09-23 06:30:00,"MOVING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"184",2014-09-23 06:45:00,"MOVING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"185",2014-09-23 07:00:00,"MOVING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"186",2014-09-23 07:15:00,"MOVING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"187",2014-09-23 07:30:00,"MOVING/FORAGING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"188",2014-09-23 07:45:00,"FORAGING/","<50/","DIY","DIT/DOC/DAS/DAR/"
"189",2014-09-23 08:00:00,"FORAGING/MOVING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"190",2014-09-23 08:15:00,"MOVING/","<50/","DIY","DIT/DOC/DAS/DAR/"
"191",2014-09-23 08:30:00,"FORAGING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"192",2014-09-23 08:45:00,"FORAGING/","<25/","DIY","DIT/DOC/DAS/DAR/"
"193",2014-09-23 09:00:00,"FORAGING/","<25/","DAR","DIY/DIT/DAS/DOC/BAM/"
"194",2014-09-23 09:15:00,"FORAGING/","<25/","DAR","DIY/DIT/DAS/DOC/BAM/"
"195",2014-09-23 09:30:00,"MOVING/","<25/","DAR","DIY/DIT/DAS/DOC/BAM/"
"196",2014-09-23 09:45:00,"FORAGING/","<25/","DAR","DIY/DIT/DAS/DOC/BAM/"
"197",2014-09-23 10:00:00,"FORAGING/MOVING/","<25/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"198",2014-09-23 10:15:00,"MOVING/","<25/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"199",2014-09-23 10:30:00,"FORAGING/","<25/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"200",2014-09-23 10:45:00,"FORAGING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DOT/JM3/"
"201",2014-09-23 11:00:00,"RESTING/FORAGING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DOT/JM3/"
"202",2014-09-23 11:15:00,"FORAGING/","<75/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DOT/JM3/"
"203",2014-09-23 11:30:00,"MOVING/","<100/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"204",2014-09-23 11:45:00,"MOVING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"205",2014-09-23 12:00:00,"FORAGING/","<25/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"206",2014-09-23 12:15:00,"MOVING/","<25/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"207",2014-09-23 12:30:00,"RESTING/MOVING/","<25/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/"
"208",2014-09-23 12:45:00,"MOVING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"209",2014-09-23 13:00:00,"RESTING/MOVING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"210",2014-09-23 13:15:00,"MOVING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"211",2014-09-23 13:30:00,"RESTING/FORAGING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"212",2014-09-23 13:45:00,"RESTING/FORAGING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"213",2014-09-23 14:00:00,"RESTING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"214",2014-09-23 14:15:00,"RESTING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"215",2014-09-23 14:30:00,"RESTING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"216",2014-09-23 14:45:00,"RESTING/FORAGING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"217",2014-09-23 15:00:00,"FORAGING/MOVING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"218",2014-09-23 15:15:00,"RESTING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"219",2014-09-23 15:30:00,"RESTING/","<50/","DIY","DIT/DAR/DAS/DOC/BAM/DLL/DLF/OLV/OLI/DAH/DAN/AFD/JM2/DUK/"
"220",2014-09-23 15:45:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DAS/DUK/DOC/"
"221",2014-09-23 16:00:00,"MOVING/","<25/","DIY","DIT/DLL/DLF/DAH/DAN/DAS/DUK/DOC/"
"222",2014-09-23 16:15:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DAS/DUK/DOC/"
"223",2014-09-23 16:30:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DAS/DUK/DOC/"
"224",2014-09-23 16:45:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DAS/DUK/DOC/"
"225",2014-09-23 17:00:00,"FORAGING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DAS/DUK/DOC/"
"226",2014-09-23 17:15:00,"MOVING/FORAGING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DAS/"
"227",2014-09-23 17:30:00,"FORAGING/","<25/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DAS/"
"228",2014-09-23 17:45:00,"MOVING/","<25/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DAS/"
"229",2014-09-23 18:00:00,"RESTING/FORAGING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DAS/"
"230",2014-09-23 18:15:00,"RESTING/FORAGING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DAS/"
"231",2014-09-24 06:15:00,"MOVING/RESTING/","<25","DOT","UNK/"
"232",2014-09-24 06:30:00,"MOVING/","<25","DOT","UNK/"
"233",2014-09-24 06:45:00,"MOVING/","<25","DOT","UNK/"
"234",2014-09-24 07:00:00,"FORAGING/","<25","DOT",""
"235",2014-09-24 07:15:00,"MOVING/","<25","DOT",""
"236",2014-09-24 07:30:00,"RESTING/","<25","DOT",""
"237",2014-09-24 07:45:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"238",2014-09-24 08:00:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"239",2014-09-24 08:15:00,"MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"240",2014-09-24 08:30:00,"RESTING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"241",2014-09-24 08:45:00,"FORAGING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"242",2014-09-24 09:00:00,"MOVING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"243",2014-09-24 09:15:00,"FORAGING/MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"244",2014-09-24 09:30:00,"FORAGING/MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"245",2014-09-24 09:45:00,"FORAGING/MOVING/","<50/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"246",2014-09-24 10:00:00,"FORAGING/MOVING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/DOO/DAO/DRE/"
"247",2014-09-24 10:15:00,"FORAGING/","<25","DOC","DAS/OLV/OLI/DAR/"
"248",2014-09-24 10:15:00,"MOVING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DOO/DAO/DRE/"
"249",2014-09-24 10:30:00,"FORAGING/","<25","DOC","DAS/OLV/OLI/DAR/"
"250",2014-09-24 10:30:00,"FORAGING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/DOO/DAO/DRE/"
"251",2014-09-24 10:45:00,"MOVING/","<25","DOC","DAS/OLV/OLI/DAR/"
"252",2014-09-24 10:45:00,"FORAGING/","<75/","DIY","DIT/DLL/DLF/DAH/DAN/DUK/OLV/OLI/DAS/"
