"","Date","Month","Year","Focal","Subgroup","timePeriod"
"6629",2015-07-14,"July",2015,"CHA","CHP/CHL/CAF/CAL/CAS/CRO/CEL/COR/COL",3
"6630",2015-07-14,"July",2015,"GIP","GAE/GDW/GRY/GUS/GIN/GIT/GNO/",3
"6631",2015-07-14,"July",2015,"GIS","GIG/GNG/GAB/GRE/GRM/GDV/GOO/GAL/GSP/UNK/UNK/UNK/UNK/UNK/UNK/",3
"6632",2015-07-14,"July",2015,"CHA","CHP/CHL/CAF/CAL/CAS/CRO/CEL/COR/COL",3
"6633",2015-07-14,"July",2015,"GIS","GIG/GNG/GAB/GRE/GRM/GDV/GOO/GAL/GSP/UNK/UNK/UNK/UNK/UNK/UNK/",3
"6634",2015-07-14,"July",2015,"CHA","CHP/CHL/CAF/CAL/CAS/CRO/CEL/COR/COL",3
"6635",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6636",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6637",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6638",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6639",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6640",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6641",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6642",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6643",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6644",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6645",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6646",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6647",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6648",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6649",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6650",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/",3
"6651",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/GAB/GAL/GSP/GOR/GDW/GIT/GNO/",3
"6652",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/GAB/GAL/GSP/GOR/GDW/GIT/GNO/",3
"6653",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/GAB/GAL/GSP/GOR/GDW/GIT/GNO/",3
"6654",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/GAB/GAL/GSP/GOR/GDW/GIT/GNO/",3
"6655",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/GAB/GAL/GSP/GOR/GDW/GIT/GNO/",3
"6656",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6657",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6658",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6659",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6660",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6661",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6662",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6663",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6664",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6665",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6666",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6667",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6668",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6669",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/",3
"6670",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/",3
"6671",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/",3
"6672",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/",3
"6673",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/",3
"6674",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/AFD/JM2/",3
"6675",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/AM/AM/ALX/AFD/JM2/",3
"6676",2015-07-17,"July",2015,"GWN","GWW/COR/COL/CEL/CRO/CAL/CAS/CUZ/CHL/CAF/CHA/CHP/CLA/",3
"6677",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6678",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6679",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6680",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6681",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6682",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6683",2015-07-17,"July",2015,"GWW","COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6684",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6685",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6686",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6687",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6688",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6689",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6690",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/",3
"6691",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6692",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/",3
"6693",2015-07-18,"July",2015,"COR","COL/CEL/CRO/CUZ/CLA/",3
"6694",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6695",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6696",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6697",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6698",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6699",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6700",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6701",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6702",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6703",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6704",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6705",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6706",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6707",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6708",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6709",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6710",2015-07-18,"July",2015,"GIP","GRY/GDW/GIT/GNO/",3
"6711",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6712",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6713",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6714",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6715",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6716",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6717",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6718",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6719",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6720",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6721",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6722",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6723",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6724",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6725",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6726",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6727",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6728",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6729",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6730",2015-07-18,"July",2015,"GWN","GWW/CAL/CAS/CHL/CAF/COR/COL/CEL/CRO/CUZ/CLA/CHA/CHP/",3
"6731",2015-07-18,"July",2015,"COR","COL/CEL/CHA/CHP/",3
"6732",2015-07-18,"July",2015,"CRO","CUZ/CLA/GWN/GWW/CHL/CAF/",3
"6733",2015-07-18,"July",2015,"COR","COL/CEL/CHA/CHP/",3
"6734",2015-07-18,"July",2015,"CRO","CUZ/CLA/GWN/GWW/CHL/CAF/",3
"6735",2015-07-18,"July",2015,"COR","COL/CEL/CHA/CHP/",3
"6736",2015-07-18,"July",2015,"CRO","CUZ/CLA/GWN/GWW/CHL/CAF/",3
"6737",2015-07-18,"July",2015,"COR","COL/CEL/CHA/CHP/",3
"6738",2015-07-18,"July",2015,"CRO","CUZ/CAM/GWN/GWW/CHL/CAF/",3
"6739",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6740",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6741",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6742",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6743",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6744",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/GDW/GOR/GIP/CLA/",3
"6745",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/GDW/GOR/GIP/CLA/",3
"6746",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/GDW/GOR/GIP/CLA/",3
"6747",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/GDW/GOR/GIP/CLA/",3
"6748",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6749",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6750",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6751",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6752",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6753",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6754",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6755",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6756",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6757",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6758",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6759",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6760",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6761",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6762",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6763",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6764",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6765",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6766",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6767",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6768",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6769",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6770",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6771",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6772",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6773",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6774",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6775",2015-07-19,"July",2015,"CRO","GWN/GWW/COR/COL/CEL/CAF/CHL/CUZ/CLA/",3
"6776",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6777",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6778",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6779",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6780",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6781",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6782",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6783",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6784",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6785",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6786",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6787",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6788",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6789",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6790",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6791",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6792",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6793",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6794",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6795",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6796",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6797",2015-07-19,"July",2015,"GWN","GWW/CUZ/CHL/",3
"6798",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6799",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6800",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6801",2015-07-19,"July",2015,"CRO","COR/COL/CEL/CAF/CLA/",3
"6802",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6803",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6804",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6805",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6806",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6807",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6808",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6809",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6810",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6811",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6812",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6813",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6814",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6815",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6816",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6817",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6818",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6819",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6820",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6821",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6822",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6823",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6824",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6825",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6826",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6827",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6828",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6829",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6830",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6831",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6832",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6833",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6834",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6835",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/",3
"6836",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6837",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6838",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6839",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6840",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6841",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6842",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6843",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6844",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6845",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6846",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6847",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6848",2015-07-20,"July",2015,"GWN","GWW/CUZ/CRO/CHL/CAF/CHA/CHP/COR/COL/",3
"6849",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6850",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6851",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6852",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6853",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6854",2015-07-22,"July",2015,"GWN","GWW/",3
"6855",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6856",2015-07-22,"July",2015,"GWN","GWW/",3
"6857",2015-07-22,"July",2015,"DIY","DIT/DOC/DAS/DAH/DAN/DAR/DAX/DLL/DLF/DUK/DSY/",3
"6858",2015-07-22,"July",2015,"GWN","GWW/",3
