dt.gps.time,Observer.Sample.ID,GPS,Observer,Avistaje.ID,dt-time,Date,Month,Year,Time,Ranging.Meters,Ranging.Deg,Ranging.Pt.of.Ref,AVG.Error,Activity,Immediate.Spread,Overall.Spread,Immediate.Subgroup.Composition,Additional.Group.Members,Group,Subgroup,Notes,utm_x,utm_y,x_disp,y_disp,Adj_x,Adj_y,Average_x,Average_y,Final_x,Final_y,second_x,second_y
05/10/15 GPS PP13 13:15,OS22436,GPS PP13,KS,AV30680,5/10/2015 13:15,5/10/2015,May,2015,13:15,NA,,GPS PP13 13:15,9,MOVING/,<100/,<100/,PUR/PRC/POR/POL/PTU/PEL/POD/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/,,P/,Y/,,371187.7845,9929502.001,,,,,371187.7845,9929502.001,,,,
05/10/15 GPS PP13 13:30,OS22436,GPS PP13,KS,AV30680,5/10/2015 13:30,5/10/2015,May,2015,13:30,NA,,GPS PP13 13:30,7,MOVING/,<75/,<75/,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,,371119.8783,9929547.442,,,,,371119.8783,9929547.442,,,,
05/10/15 GPS PP10 13:45,OS22049,GPS PP10,KE,AV30089,5/10/2015 13:45,5/10/2015,May,2015,13:45,NA,,GPS PP10 13:45,NR/,FORAGING/,<75/,,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,NEED TO GET COMP FROM OTHERS,371058.2232,9929525.22,,,,,371039.3812,9929502.579,,,,
05/10/15 GPS PP10 14:00,OS22049,GPS PP10,KE,AV30089,5/10/2015 14:00,5/10/2015,May,2015,14:00,NA,,LAGO 1550,,FORAGING/,<100/,,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,THINK WE HAVE EVERYBODY BUT NEED TO CHECK WITH OTHERS WHAT THEY'VE SEEN,371021.0026,9929534.753,,,,,371001.7388,9929514.38,,,,
05/10/15 GPS PP10 14:15,OS22049,GPS PP10,KE,AV30089,5/10/2015 14:15,5/10/2015,May,2015,14:15,NA,,GPS PP10 14:15,5,FORAGING/,<100/,,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,THE SPREAD WITH THE FEMALES IS ONLY LIKE 25 M FOR SINCE STARTING AT 13:45,370998.0989,9929560.573,,,,,370977.7829,9929521.527,,,,
05/10/15 GPS PP10 14:30,OS22049,GPS PP10,KE,AV30089,5/10/2015 14:30,5/10/2015,May,2015,14:30,NA,,LL-15-074,,FORAGING/,<100/,,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,"SF HAS NORMAL PRETTY PINK CLITORIS WITH DEFINITE LINE RUNNING DOWN IT, HAS A DARK LINE RUNNING DOWN HER TUMMY; THE SPREAD WITH THE FEMALES IS ONLY LIKE 25 M FOR SINCE STARTING AT 13:45 SO CHECK DISTANCES OF THE GIRLS TO SEE IF THERE MORE THAN 100 M AWAY AND F WE ARE SUBROUPS",370933.9686,9929586.926,,,,,,,370933.9686,9929586.926,370868.5775,9929509.31
05/10/15 GPS PP10 14:45,OS22049,GPS PP10,KE,AV30089,5/10/2015 14:45,5/10/2015,May,2015,14:45,NA,,GPS PP10 14:45,NR/,FORAGING/,<150/,,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,MENTIONED THAT I MIGHT SEE A NEW JUVENILE MALE,370915.9208,9929638.142,,,,,,,370915.9208,9929638.142,370861.7254,9929511.625
05/10/15 GPS PP10 15:00,OS22049,GPS PP10,KE,AV30089,5/10/2015 15:00,5/10/2015,May,2015,15:00,NA,,GPS PP10 15:00,NR/,MOVING/FORAGING/,<150/,,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,,P/,Y/,MY FEMALE HAS MOVED OFF FROM THE OTHERS?,370932.4513,9929628.202,,,,,,,370932.4513,9929628.202,370820.6828,9929523.546
05/10/15 GPS PP10 15:15,OS22049,GPS PP10,KE,AV30089,5/10/2015 15:15,5/10/2015,May,2015,15:15,NA,,LL-15-075,,FORAGING/,<75/,,POR/POL/PRL/PNT/PTU/PEL/SF/,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,P/,Y/,,370963.6686,9929641.211,,,,,,,370963.6686,9929641.211,,
05/10/15 GPS PP13 13:15,OS22436,GPS PP13,KS,AV30680,5/10/2015 15:15,5/10/2015,May,2015,15:15,NA,,LL-15-050,,FORAGING/,<50/,<200/,PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,P/,Y/,,370819.4936,9929543.384,,,,,,,370819.4936,9929543.384,,
05/10/15 GPS PP10 15:30,OS22049,GPS PP10,KE,AV30089,5/10/2015 15:30,5/10/2015,May,2015,15:30,NA,,LL-15-075,,FORAGING/,<50/,,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,P/,Y/,"JM2/JM3 WITH LONGER PINK PENIS SHOWED UP, PENNY IS HERE, AND MAYBE THE JF3?",370960.9058,9929648.667,,,,,,,370960.9058,9929648.667,,
05/10/15 GPS PP13 13:15,OS22436,GPS PP13,KS,AV30680,5/10/2015 15:30,5/10/2015,May,2015,15:30,NA,,GPS PP8 15:30,7,MOVING/,<75/,<150/,PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/,PUR/PRC/POR/POL/PTU/PEL/POD/PHO/PHX/PIP/PIT/PET/FIN/PHY/PLM/PAD/PRL/PNT/,P/,Y/,"SF MAY BE YOUND AF- HAS LONG PALE PINK \8\"" SHAPED CLITORIS, BUT SHE IS PRETTY SMALL""",370746.832,9929530.529,,,,,,,370746.832,9929530.529,,
05/10/15 GPS PP10 15:45,OS22049,GPS PP10,KE,AV30089,5/10/2015 15:45,5/10/2015,May,2015,15:45,NA,,LL-15-075,,FORAGING/,<50/,,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/,,P/,Y/,,370963.1759,9929640.549,,,,,,,370963.1759,9929640.549,,
05/10/15 GPS PP13 13:15,OS22436,GPS PP13,KS,AV30680,5/10/2015 15:45,5/10/2015,May,2015,15:45,NA,,,,NR/,,,PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/,,P/,Y/,,370766.5885,9929555.131,,,,,,,370766.5885,9929555.131,,
05/10/15 GPS PP10 16:00,OS22049,GPS PP10,KE,AV30089,5/10/2015 16:00,5/10/2015,May,2015,16:00,NA,,LL-15-075,,FORAGING/RESTING/,<25/,<150/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,P/,Y/,WE HAVE A NEW BABY JUST A FEW DAYS OLD!!!! THE CLITORIS OF THE AFD IS ON THE LARGER SIZE LONGER AND PINK SORT OF CHUNKY (AND KONG SHAPED)…LIKE CALIS 8 BUT THICKER = PALETA,370963.8221,9929636.703,,,,,,,370963.8221,9929636.703,,
05/10/15 GPS PP8 16:00,OS22250,GPS PP8,RE,AV30384,5/10/2015 16:00,5/10/2015,May,2015,16:00,NA,,GPS PP8 16:00,8,MOVING/,<75/,<150/,PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,P/,Y/,,370796.6965,9929620.695,,,,,,,370796.6965,9929620.695,,
05/10/15 GPS PP10 16:15,OS22049,GPS PP10,KE,AV30089,5/10/2015 16:15,5/10/2015,May,2015,16:15,NA,,LL-15-075,,RESTING/FORAGING/,<25/,<150/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,P/,Y/,CAN HEAR GIRLS BUT THEY SOUND PRETTY FAR AWAY,370967.5946,9929639.773,,,,,,,370967.5946,9929639.773,,
05/10/15 GPS PP8 16:15,OS22250,GPS PP8,RE,AV30384,5/10/2015 16:15,5/10/2015,May,2015,16:15,NA,,GPS PP8 16:15,9,FORAGING/,<75/,<150/,PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,P/,Y/,,370839.145,9929640.924,,,,,,,370839.145,9929640.924,,
05/10/15 GPS PP10 16:30,OS22049,GPS PP10,KE,AV30089,5/10/2015 16:30,5/10/2015,May,2015,16:30,NA,,GPS PP10 16:30,4,RESTING/MOVING/FORAGING/,<50/,<150/,POR/POL/PRL/PNT/PTU/PEL/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/PET/FIN/POD/,POR/POL/PRL/PNT/PTU/PEL/SF/JM2/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/,P/,N/,,370963.9173,9929641.486,,,,,,,370963.9173,9929641.486,,
05/10/15 GPS PP10 16:45,OS22049,GPS PP10,KE,AV30089,5/10/2015 16:45,5/10/2015,May,2015,16:45,NA,,LL-15-076,,FORAGING/,<100/,,POR/POL/PRL/PNT/PTU/PEL/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/PET/FIN/POD/,,P/,N/,THINK OTHERS ARE COMING OUR WAY,370952.2022,9929622.097,,,,,,,370952.2022,9929622.097,,
05/10/15 GPS PP10 17:00,OS22049,GPS PP10,KE,AV30089,5/10/2015 17:00,5/10/2015,May,2015,17:00,NA,,GPS PP10 17:00,4,MOVING/FORAGING/,<100/,,POR/POL/PRL/PNT/PTU/PEL/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/PET/FIN/POD/,,P/,N/,,370971.7078,9929635.665,,,,,,,370971.7078,9929635.665,,
05/10/15 GPS PP10 17:15,OS22049,GPS PP10,KE,AV30089,5/10/2015 17:15,5/10/2015,May,2015,17:15,NA,,LL-14-083,,MOVING/FORAGING/,<100/,,POR/POL/PRL/PNT/PTU/PEL/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/PET/FIN/POD/,,P/,N/,PETE CAME OVER TO INSPECT NEW I1,370985.0783,9929656.671,,,,,,,370985.0783,9929656.671,,
05/10/15 GPS PP10 17:30,OS22049,GPS PP10,KE,AV30089,5/10/2015 17:30,5/10/2015,May,2015,17:30,NA,,LL-14-083,,MOVING/,<100/,,POR/POL/PRL/PNT/PTU/PEL/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/PET/FIN/POD/,,P/,N/, BEKAH AND KELLEY HAD PET/PRC/PAD/PIP/PIT/JF2/AF WITH STRANGE CLITORIS/AFD/JM2/ I HAD PTU/PEL/PRL/PNT/POR/POL/SF/ THEN JF2 LATER ON WHEN JM2 JF2 AND AFD WITH I1 SHOWED UP,370986.5131,9929650.768,,,,,,,370986.5131,9929650.768,,
05/10/15 GPS PP10 17:45,OS22049,GPS PP10,KE,AV30089,5/10/2015 17:45,5/10/2015,May,2015,17:45,NA,,LL-14-083,,RESTING/,<100/,,POR/POL/PRL/PNT/PTU/PEL/PRY/PAL/PAV/PET/PAD/PRC/PIP/PIT/PHO/PHX/SF/PEN/PNY/PET/FIN/POD/,,P/,N/,"SOME HAVE MOVED A LITTLE TO THE EAST, NORTHEAST FROM US, BUT SEEMS LIKE ALL OF THEM ARE TOGETHER",370989.3521,9929657.066,,,,,,,370989.3521,9929657.066,,
05/13/15 GPS PP13 7:45,OS22439,GPS PP13,KS,AV30684,5/13/2015 7:45,5/13/2015,May,2015,7:45,NA,,CHORONGO 225,,RESTING/,<75/,<75/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,"GRAYSON 4 BARS 10 GAIN 0 DEGREES,  2 BARS 8 GAIN AT 6:45 ON CHORONGO 120 DEGREES, 6:50 AT CHORONGO 250 GRAYSON 4 BARS AT 8 GAIN AT 68 DEGREES.  GRAYSON 7 GAIN 5 BARS AT 7:12 132 DEGREES.",372229.8975,9929752.067,,,,,372232.1875,9929755.961,372232.1875,9929755.961,,
05/13/15 GPS PP13 8:00,OS22439,GPS PP13,KS,AV30684,5/13/2015 8:00,5/13/2015,May,2015,8:00,10,112,CHORONGO 250,,FORAGING/,<75/,<75/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372243.5848,9929767.8,,,,,372248.0191,9929770.404,372248.0191,9929770.404,,
05/13/15 GPS PP13 8:15,OS22439,GPS PP13,KS,AV30684,5/13/2015 8:15,5/13/2015,May,2015,8:15,NA,,GPS PP13 8:15,NR/,VOCALIZING/,<50/,<50/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,8:15 GRAYSON 5 BARS 8 GAIN CHORONGO 275 AT 100 DEGREES,372253.0505,9929772.247,,,,,372248.9041,9929775.877,372248.9041,9929775.877,,
05/13/15 GPS PP13 8:30,OS22439,GPS PP13,KS,AV30684,5/13/2015 8:30,5/13/2015,May,2015,8:30,NA,,GPS PP13 8:30,7,RESTING/,UNK/,UNK/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372296.3232,9929777.226,,,,,372288.1697,9929776.433,372288.1697,9929776.433,,
05/13/15 GPS PP13 8:45,OS22439,GPS PP13,KS,AV30684,5/13/2015 8:45,5/13/2015,May,2015,8:45,NA,,GPS PP13 8:45,8,RESTING/,UNK/,UNK/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372277.9457,9929773.939,,,,,372278.3913,9929769.944,372278.3913,9929769.944,,
05/13/15 GPS PP13 9:00,OS22439,GPS PP13,KS,AV30684,5/13/2015 9:00,5/13/2015,May,2015,9:00,NA,,GPS PP13 8:45,,RESTING/,UNK/,UNK/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372284.7668,9929785.32,,,,,372284.6331,9929774.812,372284.6331,9929774.812,,
05/13/15 GPS PP13 9:15,OS22439,GPS PP13,KS,AV30684,5/13/2015 9:15,5/13/2015,May,2015,9:15,NA,,GPS PP13 9:15,8,FORAGING/,NR/,NR/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372260.8219,9929753.836,,,,,372261.6822,9929744.414,372261.6822,9929744.414,,
05/13/15 GPS PP13 9:30,OS22439,GPS PP13,KS,AV30684,5/13/2015 9:30,5/13/2015,May,2015,9:30,NA,,GPS PP13 9:30,8,MOVING/,<75/,<75/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372253.5885,9929750.777,,,,,372254.4275,9929742.707,372254.4275,9929742.707,,
05/13/15 GPS PP13 9:45,OS22439,GPS PP13,KS,AV30685,5/13/2015 9:45,5/13/2015,May,2015,9:45,NA,,GPS PP13 9:45,,MOVING/FORAGING/,<100/,<100/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372369.2598,9929719.647,,,,,372368.0288,9929718.31,372368.0288,9929718.31,,
05/13/15 GPS PP13 10:00,OS22439,GPS PP13,KS,AV30685,5/13/2015 10:00,5/13/2015,May,2015,10:00,NA,,LL-15-069,,FORAGING/,<50/,<50/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,"TRIED USING THE RECEIVER WITHOUT ANTENNA RIGHT UNDERNEATH GRAYSON, HAD 2 BARS AT 8 GAIN.  WITH ANTENNA WE GET 4 BARS AT 7 GAIN.",372392.9921,9929714.155,,,,,372393.8204,9929719.344,372393.8204,9929719.344,,
05/13/15 GPS PP13 10:15,OS22439,GPS PP13,KS,AV30685,5/13/2015 10:15,5/13/2015,May,2015,10:15,NA,,LL-15-069,,FORAGING/,<50/,<50/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372400.5948,9929720.807,,,,,372400.6874,9929720.456,372400.6874,9929720.456,,
05/13/15 GPS PP13 10:30,OS22439,GPS PP13,KS,AV30685,5/13/2015 10:30,5/13/2015,May,2015,10:30,NA,,LL-15-069,,FORAGING/,<50/,<50/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372399.1202,9929724.006,,,,,372399.0392,9929721.26,372399.0392,9929721.26,,
05/13/15 GPS PP13 10:45,OS22439,GPS PP13,KS,AV30685,5/13/2015 10:45,5/13/2015,May,2015,10:45,NA,,LL-15-069,,FORAGING/,<50/,<50/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372417.5369,9929718.921,,,,,372408.3022,9929721.246,372408.3022,9929721.246,,
05/13/15 GPS PP13 11:00,OS22439,GPS PP13,KS,AV30685,5/13/2015 11:00,5/13/2015,May,2015,11:00,NA,,LL-15-069,,FORAGING/RESTING/,<75/,<75/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,GRY FISSION?,372416.1105,9929721.852,,,,,372406.7809,9929721.109,372406.7809,9929721.109,,
05/13/15 GPS PP13 11:15,OS22439,GPS PP13,KS,AV30685,5/13/2015 11:15,5/13/2015,May,2015,11:15,NA,,GPS PP13 11:15,9,MOVING/,<75/,<75/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372467.2201,9929728.991,,,,,372472.4527,9929724.368,372472.4527,9929724.368,,
05/13/15 GPS PP13 11:30,OS22439,GPS PP13,KS,AV30685,5/13/2015 11:30,5/13/2015,May,2015,11:30,NA,,GPS PP13 11:30,7,MOVING/FORAGING/,<100/,<100/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372571.2626,9929723.36,,,,,372541.1552,9929729.151,372541.1552,9929729.151,,
05/13/15 GPS PP10 11:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 11:45,5/13/2015,May,2015,11:45,NA,,Y 175,,FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,"KELLEY AND BEKAH WERE WITH GROUP LONGER AND HAVE BETTER IDEA OF COMP, THINK THIS JM3 IS LIKELY GUS BUT NOT 100% -- BALLS WERE A LITTLE ON THE SMALLER SIDE",372516.1539,9929725.244,,,,,372524.484,9929736.903,372524.484,9929736.903,,
05/13/15 GPS PP10 12:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 12:00,5/13/2015,May,2015,12:00,NA,,GPS PP10 12:00,6,FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,"ONE OF THE IM2S IS THE LITTLE GUY WITH THE PINK TIPPED PENIS, HE HAD A GRAY TIPPED PENIS WHICH I THINK WE'VE BEEN MENTIONING FOR GUS",372613.989,9929730.987,,,,,372581.2,9929755.444,372581.2,9929755.444,,
05/13/15 GPS PP10 12:15,OS22052,GPS PP10,KE,AV30090,5/13/2015 12:15,5/13/2015,May,2015,12:15,NA,,LL-15-060,,FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372643.4782,9929698.481,,,,,,,372643.4782,9929698.481,372526.9955,9929848.68
05/13/15 GPS PP10 12:30,OS22052,GPS PP10,KE,AV30090,5/13/2015 12:30,5/13/2015,May,2015,12:30,NA,,GPS PP10 12:30,6,FORAGING/MOVING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372603.0437,9929745.84,,,,,,,372603.0437,9929745.84,372526.2791,9929847.693
05/13/15 GPS PP10 12:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 12:45,5/13/2015,May,2015,12:45,NA,,GPS PP10 12:45,8,FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372648.607,9929769.702,,,,,,,372648.607,9929769.702,372529.8395,9929846.783
05/13/15 GPS PP10 13:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 13:00,5/13/2015,May,2015,13:00,NA,,GPS P10 13:00,8,MOVING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,,372669.3229,9929800.41,,,,,,,372669.3229,9929800.41,372528.9709,9929866.044
05/13/15 GPS PP10 13:15,OS22052,GPS PP10,KE,AV30090,5/13/2015 13:15,5/13/2015,May,2015,13:15,NA,,GPS PP10 13:15,8,FORAGING/MOVING/,<100/,<150/,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/,,G/,Y/,BEKAH MIGHT BE FURTHER AWAY,372713.2288,9929866.936,,,,,,,372713.2288,9929866.936,372531.9298,9929864.616
05/13/15 GPS PP10 13:30,OS22052,GPS PP10,KE,AV30090,5/13/2015 13:30,5/13/2015,May,2015,13:30,NA,,GPS PP10 13:30,6,FORAGING/,<150/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/,,G/,Y/,,372679.2385,9929935.622,,,,,,,372679.2385,9929935.622,372539.1272,9929847.571
05/13/15 GPS PP10 13:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 13:45,5/13/2015,May,2015,13:45,NA,,GPS PP10 13:45,5,FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/,,G/,Y/,"GIPMUNK JOINED US AT 13:40, AND BEKAH SAW AN AFD WITH IF2",372628.4585,9929914.746,,,,,372606.6859,9929888.339,372606.6859,9929888.339,,
05/13/15 GPS PP10 14:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 14:00,5/13/2015,May,2015,14:00,NA,,GPS PP10 14:00,5,FORAGING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/,,G/,Y/,ALSO SAW GORDON SO THINK HE CAME OVER WHEN THE OTHER MALES DID BEFORE 45,372644.3345,9929889.534,,,,,372655.5946,9929895.132,372655.5946,9929895.132,,
05/13/15 GPS PP10 14:15,OS22052,GPS PP10,KE,AV30090,5/13/2015 14:15,5/13/2015,May,2015,14:15,NA,,GPS PP10 14:15,5,RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/,,G/,Y/,,372655.17,9929893.431,,,,,372677.8342,9929895.053,372677.8342,9929895.053,,
05/13/15 GPS PP10 14:30,OS22052,GPS PP10,KE,AV30090,5/13/2015 14:30,5/13/2015,May,2015,14:30,NA,,GPS PP10 14:30,3,RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/,,G/,Y/,RAIN,372663.741,9929893.922,,,,,372708.9335,9929881.444,372708.9335,9929881.444,,
05/13/15 GPS PP10 14:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 14:45,5/13/2015,May,2015,14:45,NA,,GPS PP10 14:30,3,RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/,,G/,Y/,,372667.1267,9929895.951,,,,,372708.6379,9929877.744,372708.6379,9929877.744,,
05/13/15 GPS PP10 15:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 15:00,5/13/2015,May,2015,15:00,NA,,GPS PP10 14:30,3,RESTING/,<75/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/,,G/,Y/,,372664.5132,9929889.107,,,,,372707.3506,9929875.554,372707.3506,9929875.554,,
05/13/15 GPS PP10 15:15,OS22052,GPS PP10,KE,AV30090,5/13/2015 15:15,5/13/2015,May,2015,15:15,NA,,GPS PP10 15:15,4,RESTING/MOVING/,<150/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,GETTING CLOSER TO BEKAH BUT FARTHER FROM KELLEY,372648.5138,9929881.479,,,,,,,372648.5138,9929881.479,372771.4691,9929876.984
05/13/15 GPS PP10 15:30,OS22052,GPS PP10,KE,AV30090,5/13/2015 15:30,5/13/2015,May,2015,15:30,NA,,GPS PP10 15:30,6,MOVING/FORAGING/,<100/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372630.2778,9929899.188,,,,,372669.4262,9929888.824,372669.4262,9929888.824,,
05/13/15 GPS PP10 15:45,OS22052,GPS PP10,KE,AV30090,5/13/2015 15:45,5/13/2015,May,2015,15:45,NA,,GPS PP10 15:45,5,MOVING/,<100/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,,372687.6015,9929836.302,,,,,372709.6061,9929851.404,372709.6061,9929851.404,,
05/13/15 GPS PP10 16:00,OS22052,GPS PP10,KE,AV30090,5/13/2015 16:00,5/13/2015,May,2015,16:00,NA,,GPS PP10 16:00,4,MOVING/,<100/,,GRY/GMM/GNS/GAL/GSP/GDV/GOO/GUS/GEM/JM2/GIS/GIG/GNG/GOR/GIP/GDW/GAE/,,G/,Y/,KELLEY MIGHT SEE GIZMO SHE SEES A PATCH ON ONE OF THE JUVENILES,372771.4921,9929766.132,,,,,,,372771.4921,9929766.132,372672.7521,9929816.789
